Solver, Instance, Result
Gurobi(comp 32 thread), normalized-factor-size=9-P=101-Q=457.opb, 101.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=101-Q=457.opb, 101.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=101-Q=457.opb, 101.0
V1, normalized-factor-size=9-P=101-Q=457.opb, 101.0
V2, normalized-factor-size=9-P=101-Q=457.opb, 101.0
LS-PBO, normalized-factor-size=9-P=107-Q=373.opb, 373.0
DeciLS-PBO, normalized-factor-size=9-P=107-Q=373.opb, 107.0
PBO-IHS, normalized-factor-size=9-P=107-Q=373.opb, 107.0
Hybrid, normalized-factor-size=9-P=107-Q=373.opb, 107.0
SCIP, normalized-factor-size=9-P=107-Q=373.opb, 107.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=107-Q=373.opb, 107.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=107-Q=373.opb, 107.0
time-9, normalized-factor-size=9-P=107-Q=373.opb, 107.0
FiberSCIP, normalized-factor-size=9-P=107-Q=373.opb, 107.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=107-Q=373.opb, 107.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=107-Q=373.opb, 107.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=107-Q=373.opb, 107.0
V1, normalized-factor-size=9-P=107-Q=373.opb, 107.0
V2, normalized-factor-size=9-P=107-Q=373.opb, 107.0
LS-PBO, normalized-factor-size=9-P=107-Q=503.opb, 107.0
DeciLS-PBO, normalized-factor-size=9-P=107-Q=503.opb, 107.0
PBO-IHS, normalized-factor-size=9-P=107-Q=503.opb, 107.0
Hybrid, normalized-factor-size=9-P=107-Q=503.opb, 107.0
SCIP, normalized-factor-size=9-P=107-Q=503.opb, 107.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=107-Q=503.opb, 107.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=107-Q=503.opb, 107.0
time-9, normalized-factor-size=9-P=107-Q=503.opb, 107.0
FiberSCIP, normalized-factor-size=9-P=107-Q=503.opb, 107.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=107-Q=503.opb, 107.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=107-Q=503.opb, 107.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=107-Q=503.opb, 107.0
V1, normalized-factor-size=9-P=107-Q=503.opb, 107.0
V2, normalized-factor-size=9-P=107-Q=503.opb, 107.0
LS-PBO, normalized-factor-size=9-P=109-Q=373.opb, 373.0
DeciLS-PBO, normalized-factor-size=9-P=109-Q=373.opb, 373.0
PBO-IHS, normalized-factor-size=9-P=109-Q=373.opb, 109.0
Hybrid, normalized-factor-size=9-P=109-Q=373.opb, 109.0
SCIP, normalized-factor-size=9-P=109-Q=373.opb, 109.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=109-Q=373.opb, 109.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=109-Q=373.opb, 109.0
time-9, normalized-factor-size=9-P=109-Q=373.opb, 109.0
FiberSCIP, normalized-factor-size=9-P=109-Q=373.opb, 109.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=109-Q=373.opb, 109.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=109-Q=373.opb, 109.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=109-Q=373.opb, 109.0
V1, normalized-factor-size=9-P=109-Q=373.opb, 109.0
V2, normalized-factor-size=9-P=109-Q=373.opb, 109.0
LS-PBO, normalized-factor-size=9-P=109-Q=419.opb, 419.0
DeciLS-PBO, normalized-factor-size=9-P=109-Q=419.opb, 419.0
PBO-IHS, normalized-factor-size=9-P=109-Q=419.opb, 109.0
Hybrid, normalized-factor-size=9-P=109-Q=419.opb, 109.0
SCIP, normalized-factor-size=9-P=109-Q=419.opb, 109.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=109-Q=419.opb, 109.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=109-Q=419.opb, 109.0
time-9, normalized-factor-size=9-P=109-Q=419.opb, 109.0
FiberSCIP, normalized-factor-size=9-P=109-Q=419.opb, 109.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=109-Q=419.opb, 109.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=109-Q=419.opb, 109.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=109-Q=419.opb, 109.0
V1, normalized-factor-size=9-P=109-Q=419.opb, 109.0
V2, normalized-factor-size=9-P=109-Q=419.opb, 109.0
LS-PBO, normalized-factor-size=9-P=113-Q=233.opb, 113.0
DeciLS-PBO, normalized-factor-size=9-P=113-Q=233.opb, 113.0
PBO-IHS, normalized-factor-size=9-P=113-Q=233.opb, 113.0
Hybrid, normalized-factor-size=9-P=113-Q=233.opb, 113.0
SCIP, normalized-factor-size=9-P=113-Q=233.opb, 113.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=113-Q=233.opb, 113.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=113-Q=233.opb, 113.0
time-9, normalized-factor-size=9-P=113-Q=233.opb, 113.0
FiberSCIP, normalized-factor-size=9-P=113-Q=233.opb, 113.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=113-Q=233.opb, 113.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=113-Q=233.opb, 113.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=113-Q=233.opb, 113.0
V1, normalized-factor-size=9-P=113-Q=233.opb, 113.0
V2, normalized-factor-size=9-P=113-Q=233.opb, 113.0
LS-PBO, normalized-factor-size=9-P=113-Q=331.opb, 331.0
DeciLS-PBO, normalized-factor-size=9-P=113-Q=331.opb, 113.0
PBO-IHS, normalized-factor-size=9-P=113-Q=331.opb, 113.0
Hybrid, normalized-factor-size=9-P=113-Q=331.opb, 113.0
SCIP, normalized-factor-size=9-P=113-Q=331.opb, 113.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=113-Q=331.opb, 113.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=113-Q=331.opb, 113.0
time-9, normalized-factor-size=9-P=113-Q=331.opb, 113.0
FiberSCIP, normalized-factor-size=9-P=113-Q=331.opb, 113.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=113-Q=331.opb, 113.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=113-Q=331.opb, 113.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=113-Q=331.opb, 113.0
V1, normalized-factor-size=9-P=113-Q=331.opb, 113.0
V2, normalized-factor-size=9-P=113-Q=331.opb, 113.0
LS-PBO, normalized-factor-size=9-P=113-Q=479.opb, 113.0
DeciLS-PBO, normalized-factor-size=9-P=113-Q=479.opb, 113.0
PBO-IHS, normalized-factor-size=9-P=113-Q=479.opb, 113.0
Hybrid, normalized-factor-size=9-P=113-Q=479.opb, N/A
SCIP, normalized-factor-size=9-P=113-Q=479.opb, 113.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=113-Q=479.opb, 113.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=113-Q=479.opb, 113.0
time-9, normalized-factor-size=9-P=113-Q=479.opb, 113.0
FiberSCIP, normalized-factor-size=9-P=113-Q=479.opb, 113.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=113-Q=479.opb, 113.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=113-Q=479.opb, 113.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=113-Q=479.opb, 113.0
V1, normalized-factor-size=9-P=113-Q=479.opb, 113.0
V2, normalized-factor-size=9-P=113-Q=479.opb, 113.0
LS-PBO, normalized-factor-size=9-P=113-Q=521.opb, N/A
DeciLS-PBO, normalized-factor-size=9-P=113-Q=521.opb, N/A
PBO-IHS, normalized-factor-size=9-P=113-Q=521.opb, N/A
Hybrid, normalized-factor-size=9-P=113-Q=521.opb, N/A
SCIP, normalized-factor-size=9-P=113-Q=521.opb, N/A
Gurobi(comp 1 thread), normalized-factor-size=9-P=113-Q=521.opb, N/A
Gurobi(heur 1 thread), normalized-factor-size=9-P=113-Q=521.opb, N/A
time-9, normalized-factor-size=9-P=113-Q=521.opb, N/A
FiberSCIP, normalized-factor-size=9-P=113-Q=521.opb, N/A
Gurobi(comp 32 thread), normalized-factor-size=9-P=113-Q=521.opb, N/A
Gurobi(heur 32 thread), normalized-factor-size=9-P=113-Q=521.opb, N/A
ParLS-PBO(32 thread), normalized-factor-size=9-P=113-Q=521.opb, N/A
V1, normalized-factor-size=9-P=113-Q=521.opb, N/A
V2, normalized-factor-size=9-P=113-Q=521.opb, N/A
LS-PBO, normalized-factor-size=9-P=11-Q=283.opb, 11.0
DeciLS-PBO, normalized-factor-size=9-P=11-Q=283.opb, 11.0
PBO-IHS, normalized-factor-size=9-P=11-Q=283.opb, 11.0
Hybrid, normalized-factor-size=9-P=11-Q=283.opb, 11.0
SCIP, normalized-factor-size=9-P=11-Q=283.opb, 11.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=11-Q=283.opb, 11.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=11-Q=283.opb, 11.0
time-9, normalized-factor-size=9-P=11-Q=283.opb, 11.0
FiberSCIP, normalized-factor-size=9-P=11-Q=283.opb, 11.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=11-Q=283.opb, 11.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=11-Q=283.opb, 11.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=11-Q=283.opb, 11.0
V1, normalized-factor-size=9-P=11-Q=283.opb, 11.0
V2, normalized-factor-size=9-P=11-Q=283.opb, 11.0
LS-PBO, normalized-factor-size=9-P=11-Q=53.opb, 11.0
DeciLS-PBO, normalized-factor-size=9-P=11-Q=53.opb, 11.0
PBO-IHS, normalized-factor-size=9-P=11-Q=53.opb, 11.0
Hybrid, normalized-factor-size=9-P=11-Q=53.opb, 11.0
SCIP, normalized-factor-size=9-P=11-Q=53.opb, 11.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=11-Q=53.opb, 11.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=11-Q=53.opb, 11.0
time-9, normalized-factor-size=9-P=11-Q=53.opb, 11.0
FiberSCIP, normalized-factor-size=9-P=11-Q=53.opb, 11.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=11-Q=53.opb, 11.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=11-Q=53.opb, 11.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=11-Q=53.opb, 11.0
V1, normalized-factor-size=9-P=11-Q=53.opb, 11.0
V2, normalized-factor-size=9-P=11-Q=53.opb, 11.0
LS-PBO, normalized-factor-size=9-P=127-Q=137.opb, 127.0
DeciLS-PBO, normalized-factor-size=9-P=127-Q=137.opb, 127.0
PBO-IHS, normalized-factor-size=9-P=127-Q=137.opb, 127.0
Hybrid, normalized-factor-size=9-P=127-Q=137.opb, 127.0
SCIP, normalized-factor-size=9-P=127-Q=137.opb, 127.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=127-Q=137.opb, 127.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=127-Q=137.opb, 127.0
time-9, normalized-factor-size=9-P=127-Q=137.opb, 127.0
FiberSCIP, normalized-factor-size=9-P=127-Q=137.opb, 127.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=127-Q=137.opb, 127.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=127-Q=137.opb, 127.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=127-Q=137.opb, 127.0
V1, normalized-factor-size=9-P=127-Q=137.opb, 127.0
V2, normalized-factor-size=9-P=127-Q=137.opb, 127.0
LS-PBO, normalized-factor-size=9-P=127-Q=149.opb, 149.0
DeciLS-PBO, normalized-factor-size=9-P=127-Q=149.opb, 127.0
PBO-IHS, normalized-factor-size=9-P=127-Q=149.opb, 127.0
Hybrid, normalized-factor-size=9-P=127-Q=149.opb, 127.0
SCIP, normalized-factor-size=9-P=127-Q=149.opb, 127.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=127-Q=149.opb, 127.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=127-Q=149.opb, 127.0
time-9, normalized-factor-size=9-P=127-Q=149.opb, 127.0
FiberSCIP, normalized-factor-size=9-P=127-Q=149.opb, 127.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=127-Q=149.opb, 127.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=127-Q=149.opb, 127.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=127-Q=149.opb, 127.0
V1, normalized-factor-size=9-P=127-Q=149.opb, 127.0
V2, normalized-factor-size=9-P=127-Q=149.opb, 127.0
LS-PBO, normalized-factor-size=9-P=127-Q=211.opb, 211.0
DeciLS-PBO, normalized-factor-size=9-P=127-Q=211.opb, 211.0
PBO-IHS, normalized-factor-size=9-P=127-Q=211.opb, 127.0
Hybrid, normalized-factor-size=9-P=127-Q=211.opb, 127.0
SCIP, normalized-factor-size=9-P=127-Q=211.opb, 127.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=127-Q=211.opb, 127.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=127-Q=211.opb, 127.0
time-9, normalized-factor-size=9-P=127-Q=211.opb, 127.0
FiberSCIP, normalized-factor-size=9-P=127-Q=211.opb, 127.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=127-Q=211.opb, 127.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=127-Q=211.opb, 127.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=127-Q=211.opb, 127.0
V1, normalized-factor-size=9-P=127-Q=211.opb, 127.0
V2, normalized-factor-size=9-P=127-Q=211.opb, 127.0
LS-PBO, normalized-factor-size=9-P=127-Q=359.opb, 127.0
DeciLS-PBO, normalized-factor-size=9-P=127-Q=359.opb, 127.0
PBO-IHS, normalized-factor-size=9-P=127-Q=359.opb, 127.0
Hybrid, normalized-factor-size=9-P=127-Q=359.opb, 127.0
SCIP, normalized-factor-size=9-P=127-Q=359.opb, 127.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=127-Q=359.opb, 127.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=127-Q=359.opb, 127.0
time-9, normalized-factor-size=9-P=127-Q=359.opb, 127.0
FiberSCIP, normalized-factor-size=9-P=127-Q=359.opb, 127.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=127-Q=359.opb, 127.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=127-Q=359.opb, 127.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=127-Q=359.opb, 127.0
V1, normalized-factor-size=9-P=127-Q=359.opb, 127.0
V2, normalized-factor-size=9-P=127-Q=359.opb, 127.0
LS-PBO, normalized-factor-size=9-P=127-Q=389.opb, 127.0
DeciLS-PBO, normalized-factor-size=9-P=127-Q=389.opb, 127.0
PBO-IHS, normalized-factor-size=9-P=127-Q=389.opb, 127.0
Hybrid, normalized-factor-size=9-P=127-Q=389.opb, 127.0
SCIP, normalized-factor-size=9-P=127-Q=389.opb, 127.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=127-Q=389.opb, 127.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=127-Q=389.opb, 127.0
time-9, normalized-factor-size=9-P=127-Q=389.opb, 127.0
FiberSCIP, normalized-factor-size=9-P=127-Q=389.opb, 127.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=127-Q=389.opb, 127.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=127-Q=389.opb, 127.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=127-Q=389.opb, 127.0
V1, normalized-factor-size=9-P=127-Q=389.opb, 127.0
V2, normalized-factor-size=9-P=127-Q=389.opb, 127.0
LS-PBO, normalized-factor-size=9-P=127-Q=487.opb, 127.0
DeciLS-PBO, normalized-factor-size=9-P=127-Q=487.opb, 127.0
PBO-IHS, normalized-factor-size=9-P=127-Q=487.opb, 127.0
Hybrid, normalized-factor-size=9-P=127-Q=487.opb, 127.0
SCIP, normalized-factor-size=9-P=127-Q=487.opb, 127.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=127-Q=487.opb, 127.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=127-Q=487.opb, 127.0
time-9, normalized-factor-size=9-P=127-Q=487.opb, 127.0
FiberSCIP, normalized-factor-size=9-P=127-Q=487.opb, 127.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=127-Q=487.opb, 127.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=127-Q=487.opb, 127.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=127-Q=487.opb, 127.0
V1, normalized-factor-size=9-P=127-Q=487.opb, 127.0
V2, normalized-factor-size=9-P=127-Q=487.opb, 127.0
LS-PBO, normalized-factor-size=9-P=127-Q=491.opb, 127.0
DeciLS-PBO, normalized-factor-size=9-P=127-Q=491.opb, 127.0
PBO-IHS, normalized-factor-size=9-P=127-Q=491.opb, 127.0
Hybrid, normalized-factor-size=9-P=127-Q=491.opb, 127.0
SCIP, normalized-factor-size=9-P=127-Q=491.opb, 127.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=127-Q=491.opb, 127.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=127-Q=491.opb, 127.0
time-9, normalized-factor-size=9-P=127-Q=491.opb, 127.0
FiberSCIP, normalized-factor-size=9-P=127-Q=491.opb, 127.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=127-Q=491.opb, 127.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=127-Q=491.opb, 127.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=127-Q=491.opb, 127.0
V1, normalized-factor-size=9-P=127-Q=491.opb, 127.0
V2, normalized-factor-size=9-P=127-Q=491.opb, 127.0
LS-PBO, normalized-factor-size=9-P=127-Q=499.opb, 127.0
DeciLS-PBO, normalized-factor-size=9-P=127-Q=499.opb, 127.0
PBO-IHS, normalized-factor-size=9-P=127-Q=499.opb, 127.0
Hybrid, normalized-factor-size=9-P=127-Q=499.opb, 127.0
SCIP, normalized-factor-size=9-P=127-Q=499.opb, 127.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=127-Q=499.opb, 127.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=127-Q=499.opb, 127.0
time-9, normalized-factor-size=9-P=127-Q=499.opb, 127.0
FiberSCIP, normalized-factor-size=9-P=127-Q=499.opb, 127.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=127-Q=499.opb, 127.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=127-Q=499.opb, 127.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=127-Q=499.opb, 127.0
V1, normalized-factor-size=9-P=127-Q=499.opb, 127.0
V2, normalized-factor-size=9-P=127-Q=499.opb, 127.0
LS-PBO, normalized-factor-size=9-P=131-Q=137.opb, 131.0
DeciLS-PBO, normalized-factor-size=9-P=131-Q=137.opb, 131.0
PBO-IHS, normalized-factor-size=9-P=131-Q=137.opb, 131.0
Hybrid, normalized-factor-size=9-P=131-Q=137.opb, N/A
SCIP, normalized-factor-size=9-P=131-Q=137.opb, 131.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=131-Q=137.opb, 131.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=131-Q=137.opb, 131.0
time-9, normalized-factor-size=9-P=131-Q=137.opb, 131.0
FiberSCIP, normalized-factor-size=9-P=131-Q=137.opb, 131.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=131-Q=137.opb, 131.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=131-Q=137.opb, 131.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=131-Q=137.opb, 131.0
V1, normalized-factor-size=9-P=131-Q=137.opb, 131.0
V2, normalized-factor-size=9-P=131-Q=137.opb, 131.0
LS-PBO, normalized-factor-size=9-P=131-Q=157.opb, 131.0
DeciLS-PBO, normalized-factor-size=9-P=131-Q=157.opb, 131.0
PBO-IHS, normalized-factor-size=9-P=131-Q=157.opb, 131.0
Hybrid, normalized-factor-size=9-P=131-Q=157.opb, 131.0
SCIP, normalized-factor-size=9-P=131-Q=157.opb, 131.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=131-Q=157.opb, 131.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=131-Q=157.opb, 131.0
time-9, normalized-factor-size=9-P=131-Q=157.opb, 131.0
FiberSCIP, normalized-factor-size=9-P=131-Q=157.opb, 131.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=131-Q=157.opb, 131.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=131-Q=157.opb, 131.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=131-Q=157.opb, 131.0
V1, normalized-factor-size=9-P=131-Q=157.opb, 131.0
V2, normalized-factor-size=9-P=131-Q=157.opb, 131.0
LS-PBO, normalized-factor-size=9-P=131-Q=163.opb, 163.0
DeciLS-PBO, normalized-factor-size=9-P=131-Q=163.opb, 163.0
PBO-IHS, normalized-factor-size=9-P=131-Q=163.opb, 131.0
Hybrid, normalized-factor-size=9-P=131-Q=163.opb, 131.0
SCIP, normalized-factor-size=9-P=131-Q=163.opb, 131.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=131-Q=163.opb, 131.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=131-Q=163.opb, 131.0
time-9, normalized-factor-size=9-P=131-Q=163.opb, 131.0
FiberSCIP, normalized-factor-size=9-P=131-Q=163.opb, 131.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=131-Q=163.opb, 131.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=131-Q=163.opb, 131.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=131-Q=163.opb, 131.0
V1, normalized-factor-size=9-P=131-Q=163.opb, 131.0
V2, normalized-factor-size=9-P=131-Q=163.opb, 131.0
LS-PBO, normalized-factor-size=9-P=131-Q=277.opb, 277.0
DeciLS-PBO, normalized-factor-size=9-P=131-Q=277.opb, 277.0
PBO-IHS, normalized-factor-size=9-P=131-Q=277.opb, 131.0
Hybrid, normalized-factor-size=9-P=131-Q=277.opb, 131.0
SCIP, normalized-factor-size=9-P=131-Q=277.opb, 131.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=131-Q=277.opb, 131.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=131-Q=277.opb, 131.0
time-9, normalized-factor-size=9-P=131-Q=277.opb, 131.0
FiberSCIP, normalized-factor-size=9-P=131-Q=277.opb, 131.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=131-Q=277.opb, 131.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=131-Q=277.opb, 131.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=131-Q=277.opb, 131.0
V1, normalized-factor-size=9-P=131-Q=277.opb, 131.0
V2, normalized-factor-size=9-P=131-Q=277.opb, 131.0
LS-PBO, normalized-factor-size=9-P=139-Q=191.opb, N/A
DeciLS-PBO, normalized-factor-size=9-P=139-Q=191.opb, N/A
PBO-IHS, normalized-factor-size=9-P=139-Q=191.opb, 139.0
Hybrid, normalized-factor-size=9-P=139-Q=191.opb, 139.0
SCIP, normalized-factor-size=9-P=139-Q=191.opb, 139.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=139-Q=191.opb, 139.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=139-Q=191.opb, 139.0
time-9, normalized-factor-size=9-P=139-Q=191.opb, 139.0
FiberSCIP, normalized-factor-size=9-P=139-Q=191.opb, 139.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=139-Q=191.opb, 139.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=139-Q=191.opb, 139.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=139-Q=191.opb, 139.0
V1, normalized-factor-size=9-P=139-Q=191.opb, 139.0
V2, normalized-factor-size=9-P=139-Q=191.opb, 139.0
LS-PBO, normalized-factor-size=9-P=13-Q=179.opb, 13.0
DeciLS-PBO, normalized-factor-size=9-P=13-Q=179.opb, 13.0
PBO-IHS, normalized-factor-size=9-P=13-Q=179.opb, 13.0
Hybrid, normalized-factor-size=9-P=13-Q=179.opb, 13.0
SCIP, normalized-factor-size=9-P=13-Q=179.opb, 13.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=13-Q=179.opb, 13.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=13-Q=179.opb, 13.0
time-9, normalized-factor-size=9-P=13-Q=179.opb, 13.0
FiberSCIP, normalized-factor-size=9-P=13-Q=179.opb, 13.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=13-Q=179.opb, 13.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=13-Q=179.opb, 13.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=13-Q=179.opb, 13.0
V1, normalized-factor-size=9-P=13-Q=179.opb, 13.0
V2, normalized-factor-size=9-P=13-Q=179.opb, 13.0
LS-PBO, normalized-factor-size=9-P=149-Q=163.opb, N/A
DeciLS-PBO, normalized-factor-size=9-P=149-Q=163.opb, N/A
PBO-IHS, normalized-factor-size=9-P=149-Q=163.opb, 149.0
Hybrid, normalized-factor-size=9-P=149-Q=163.opb, 149.0
SCIP, normalized-factor-size=9-P=149-Q=163.opb, 149.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=149-Q=163.opb, 149.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=149-Q=163.opb, 149.0
time-9, normalized-factor-size=9-P=149-Q=163.opb, 149.0
FiberSCIP, normalized-factor-size=9-P=149-Q=163.opb, 149.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=149-Q=163.opb, 149.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=149-Q=163.opb, 149.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=149-Q=163.opb, 149.0
V1, normalized-factor-size=9-P=149-Q=163.opb, 149.0
V2, normalized-factor-size=9-P=149-Q=163.opb, 149.0
LS-PBO, normalized-factor-size=9-P=149-Q=167.opb, 167.0
DeciLS-PBO, normalized-factor-size=9-P=149-Q=167.opb, 167.0
PBO-IHS, normalized-factor-size=9-P=149-Q=167.opb, 149.0
Hybrid, normalized-factor-size=9-P=149-Q=167.opb, 149.0
SCIP, normalized-factor-size=9-P=149-Q=167.opb, 149.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=149-Q=167.opb, 149.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=149-Q=167.opb, 149.0
time-9, normalized-factor-size=9-P=149-Q=167.opb, 149.0
FiberSCIP, normalized-factor-size=9-P=149-Q=167.opb, 149.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=149-Q=167.opb, 149.0
Gurobi(heur 32 thread), normalized-factor-size=9-P=149-Q=167.opb, 149.0
ParLS-PBO(32 thread), normalized-factor-size=9-P=149-Q=167.opb, 149.0
V1, normalized-factor-size=9-P=149-Q=167.opb, 149.0
V2, normalized-factor-size=9-P=149-Q=167.opb, 149.0
LS-PBO, normalized-factor-size=9-P=149-Q=251.opb, 149.0
DeciLS-PBO, normalized-factor-size=9-P=149-Q=251.opb, 149.0
PBO-IHS, normalized-factor-size=9-P=149-Q=251.opb, 149.0
Hybrid, normalized-factor-size=9-P=149-Q=251.opb, 149.0
SCIP, normalized-factor-size=9-P=149-Q=251.opb, 149.0
Gurobi(comp 1 thread), normalized-factor-size=9-P=149-Q=251.opb, 149.0
Gurobi(heur 1 thread), normalized-factor-size=9-P=149-Q=251.opb, 149.0
time-9, normalized-factor-size=9-P=149-Q=251.opb, 149.0
FiberSCIP, normalized-factor-size=9-P=149-Q=251.opb, 149.0
Gurobi(comp 32 thread), normalized-factor-size=9-P=149-Q=251.opb, 149.0
