Solver, Instance, Result
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-fiber.opb, 4372.0
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-fiber.opb, 4372.0
LS-PBO, normalized-reduced-mps-v2-20-10-fit1d.opb, -6496.0
DeciLS-PBO, normalized-reduced-mps-v2-20-10-fit1d.opb, -6496.0
PBO-IHS, normalized-reduced-mps-v2-20-10-fit1d.opb, -22716.0
Hybrid, normalized-reduced-mps-v2-20-10-fit1d.opb, -22716.0
SCIP, normalized-reduced-mps-v2-20-10-fit1d.opb, N/A
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-fit1d.opb, -22716.0
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-fit1d.opb, -22716.0
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-fit1d.opb, -22716.0
FiberSCIP, normalized-reduced-mps-v2-20-10-fit1d.opb, N/A
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-fit1d.opb, -22716.0
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-fit1d.opb, -22716.0
ParLS-PBO, normalized-reduced-mps-v2-20-10-fit1d.opb, -22716.0
V1, normalized-reduced-mps-v2-20-10-fit1d.opb, -22716.0
V2, normalized-reduced-mps-v2-20-10-fit1d.opb, -22716.0
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-fit1d.opb, -22716.0
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-fit1d.opb, -22716.0
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-fit1d.opb, -22716.0
LS-PBO, normalized-reduced-mps-v2-20-10-fit1p.opb, 85.0
DeciLS-PBO, normalized-reduced-mps-v2-20-10-fit1p.opb, 12.0
PBO-IHS, normalized-reduced-mps-v2-20-10-fit1p.opb, 0.0
Hybrid, normalized-reduced-mps-v2-20-10-fit1p.opb, N/A
SCIP, normalized-reduced-mps-v2-20-10-fit1p.opb, N/A
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-fit1p.opb, 0.0
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-fit1p.opb, 0.0
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-fit1p.opb, 0.0
FiberSCIP, normalized-reduced-mps-v2-20-10-fit1p.opb, N/A
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-fit1p.opb, 0.0
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-fit1p.opb, 0.0
ParLS-PBO, normalized-reduced-mps-v2-20-10-fit1p.opb, 0.0
V1, normalized-reduced-mps-v2-20-10-fit1p.opb, 0.0
V2, normalized-reduced-mps-v2-20-10-fit1p.opb, 0.0
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-fit1p.opb, 0.0
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-fit1p.opb, 0.0
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-fit1p.opb, 0.0
LS-PBO, normalized-reduced-mps-v2-20-10-fit2d.opb, -17364.0
DeciLS-PBO, normalized-reduced-mps-v2-20-10-fit2d.opb, N/A
PBO-IHS, normalized-reduced-mps-v2-20-10-fit2d.opb, N/A
Hybrid, normalized-reduced-mps-v2-20-10-fit2d.opb, -17364.0
SCIP, normalized-reduced-mps-v2-20-10-fit2d.opb, N/A
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-fit2d.opb, -20423.0
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-fit2d.opb, -20423.0
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-fit2d.opb, -20423.0
FiberSCIP, normalized-reduced-mps-v2-20-10-fit2d.opb, N/A
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-fit2d.opb, -20423.0
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-fit2d.opb, -20423.0
ParLS-PBO, normalized-reduced-mps-v2-20-10-fit2d.opb, -20423.0
V1, normalized-reduced-mps-v2-20-10-fit2d.opb, -20423.0
V2, normalized-reduced-mps-v2-20-10-fit2d.opb, -20423.0
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-fit2d.opb, -20423.0
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-fit2d.opb, -20423.0
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-fit2d.opb, -20423.0
LS-PBO, normalized-reduced-mps-v2-20-10-fit2p.opb, 292.0
DeciLS-PBO, normalized-reduced-mps-v2-20-10-fit2p.opb, N/A
PBO-IHS, normalized-reduced-mps-v2-20-10-fit2p.opb, 250.0
Hybrid, normalized-reduced-mps-v2-20-10-fit2p.opb, N/A
SCIP, normalized-reduced-mps-v2-20-10-fit2p.opb, 0.0
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-fit2p.opb, 0.0
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-fit2p.opb, 0.0
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-fit2p.opb, 0.0
FiberSCIP, normalized-reduced-mps-v2-20-10-fit2p.opb, 0.0
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-fit2p.opb, 0.0
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-fit2p.opb, 0.0
ParLS-PBO, normalized-reduced-mps-v2-20-10-fit2p.opb, 0.0
V1, normalized-reduced-mps-v2-20-10-fit2p.opb, 0.0
V2, normalized-reduced-mps-v2-20-10-fit2p.opb, 0.0
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-fit2p.opb, 0.0
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-fit2p.opb, 0.0
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-fit2p.opb, 0.0
LS-PBO, normalized-reduced-mps-v2-20-10-fixnet3.opb, 235.0
DeciLS-PBO, normalized-reduced-mps-v2-20-10-fixnet3.opb, 235.0
PBO-IHS, normalized-reduced-mps-v2-20-10-fixnet3.opb, 214.0
Hybrid, normalized-reduced-mps-v2-20-10-fixnet3.opb, 214.0
SCIP, normalized-reduced-mps-v2-20-10-fixnet3.opb, 203.0
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-fixnet3.opb, 203.0
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-fixnet3.opb, 203.0
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-fixnet3.opb, 203.0
FiberSCIP, normalized-reduced-mps-v2-20-10-fixnet3.opb, 203.0
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-fixnet3.opb, 203.0
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-fixnet3.opb, 203.0
ParLS-PBO, normalized-reduced-mps-v2-20-10-fixnet3.opb, 203.0
V1, normalized-reduced-mps-v2-20-10-fixnet3.opb, 203.0
V2, normalized-reduced-mps-v2-20-10-fixnet3.opb, 203.0
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-fixnet3.opb, 203.0
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-fixnet3.opb, 203.0
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-fixnet3.opb, 203.0
LS-PBO, normalized-reduced-mps-v2-20-10-fixnet4.opb, 193.0
DeciLS-PBO, normalized-reduced-mps-v2-20-10-fixnet4.opb, 193.0
PBO-IHS, normalized-reduced-mps-v2-20-10-fixnet4.opb, 193.0
Hybrid, normalized-reduced-mps-v2-20-10-fixnet4.opb, 193.0
SCIP, normalized-reduced-mps-v2-20-10-fixnet4.opb, 161.0
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-fixnet4.opb, 161.0
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-fixnet4.opb, 161.0
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-fixnet4.opb, 161.0
FiberSCIP, normalized-reduced-mps-v2-20-10-fixnet4.opb, 161.0
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-fixnet4.opb, 161.0
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-fixnet4.opb, 161.0
ParLS-PBO, normalized-reduced-mps-v2-20-10-fixnet4.opb, 161.0
V1, normalized-reduced-mps-v2-20-10-fixnet4.opb, 161.0
V2, normalized-reduced-mps-v2-20-10-fixnet4.opb, 161.0
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-fixnet4.opb, 161.0
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-fixnet4.opb, 161.0
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-fixnet4.opb, 161.0
LS-PBO, normalized-reduced-mps-v2-20-10-fixnet6.opb, 111.0
DeciLS-PBO, normalized-reduced-mps-v2-20-10-fixnet6.opb, 111.0
PBO-IHS, normalized-reduced-mps-v2-20-10-fixnet6.opb, 111.0
Hybrid, normalized-reduced-mps-v2-20-10-fixnet6.opb, 111.0
SCIP, normalized-reduced-mps-v2-20-10-fixnet6.opb, N/A
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-fixnet6.opb, 98.0
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-fixnet6.opb, 98.0
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-fixnet6.opb, 98.0
FiberSCIP, normalized-reduced-mps-v2-20-10-fixnet6.opb, N/A
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-fixnet6.opb, 98.0
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-fixnet6.opb, 98.0
ParLS-PBO, normalized-reduced-mps-v2-20-10-fixnet6.opb, 98.0
V1, normalized-reduced-mps-v2-20-10-fixnet6.opb, 98.0
V2, normalized-reduced-mps-v2-20-10-fixnet6.opb, 98.0
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-fixnet6.opb, 98.0
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-fixnet6.opb, 98.0
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-fixnet6.opb, 98.0
LS-PBO, normalized-reduced-mps-v2-20-10-flugpl.opb, 101.0
DeciLS-PBO, normalized-reduced-mps-v2-20-10-flugpl.opb, 101.0
PBO-IHS, normalized-reduced-mps-v2-20-10-flugpl.opb, 91.0
Hybrid, normalized-reduced-mps-v2-20-10-flugpl.opb, 91.0
SCIP, normalized-reduced-mps-v2-20-10-flugpl.opb, 91.0
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-flugpl.opb, 91.0
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-flugpl.opb, 91.0
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-flugpl.opb, 91.0
FiberSCIP, normalized-reduced-mps-v2-20-10-flugpl.opb, 91.0
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-flugpl.opb, 91.0
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-flugpl.opb, 91.0
ParLS-PBO, normalized-reduced-mps-v2-20-10-flugpl.opb, 91.0
V1, normalized-reduced-mps-v2-20-10-flugpl.opb, 91.0
V2, normalized-reduced-mps-v2-20-10-flugpl.opb, 91.0
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-flugpl.opb, 91.0
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-flugpl.opb, 91.0
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-flugpl.opb, 91.0
LS-PBO, normalized-reduced-mps-v2-20-10-fome11.opb, N/A
DeciLS-PBO, normalized-reduced-mps-v2-20-10-fome11.opb, N/A
PBO-IHS, normalized-reduced-mps-v2-20-10-fome11.opb, N/A
Hybrid, normalized-reduced-mps-v2-20-10-fome11.opb, N/A
SCIP, normalized-reduced-mps-v2-20-10-fome11.opb, N/A
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-fome11.opb, N/A
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-fome11.opb, N/A
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-fome11.opb, N/A
FiberSCIP, normalized-reduced-mps-v2-20-10-fome11.opb, N/A
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-fome11.opb, N/A
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-fome11.opb, N/A
ParLS-PBO, normalized-reduced-mps-v2-20-10-fome11.opb, N/A
V1, normalized-reduced-mps-v2-20-10-fome11.opb, N/A
V2, normalized-reduced-mps-v2-20-10-fome11.opb, N/A
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-fome11.opb, N/A
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-fome11.opb, N/A
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-fome11.opb, N/A
LS-PBO, normalized-reduced-mps-v2-20-10-forplan.opb, N/A
DeciLS-PBO, normalized-reduced-mps-v2-20-10-forplan.opb, N/A
PBO-IHS, normalized-reduced-mps-v2-20-10-forplan.opb, N/A
Hybrid, normalized-reduced-mps-v2-20-10-forplan.opb, N/A
SCIP, normalized-reduced-mps-v2-20-10-forplan.opb, N/A
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-forplan.opb, N/A
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-forplan.opb, -253.0
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-forplan.opb, N/A
FiberSCIP, normalized-reduced-mps-v2-20-10-forplan.opb, N/A
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-forplan.opb, -323.0
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-forplan.opb, -326.0
ParLS-PBO, normalized-reduced-mps-v2-20-10-forplan.opb, N/A
V1, normalized-reduced-mps-v2-20-10-forplan.opb, N/A
V2, normalized-reduced-mps-v2-20-10-forplan.opb, N/A
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-forplan.opb, N/A
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-forplan.opb, N/A
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-forplan.opb, N/A
LS-PBO, normalized-reduced-mps-v2-20-10-ganges.opb, N/A
DeciLS-PBO, normalized-reduced-mps-v2-20-10-ganges.opb, N/A
PBO-IHS, normalized-reduced-mps-v2-20-10-ganges.opb, N/A
Hybrid, normalized-reduced-mps-v2-20-10-ganges.opb, N/A
SCIP, normalized-reduced-mps-v2-20-10-ganges.opb, N/A
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-ganges.opb, N/A
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-ganges.opb, N/A
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-ganges.opb, N/A
FiberSCIP, normalized-reduced-mps-v2-20-10-ganges.opb, N/A
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-ganges.opb, N/A
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-ganges.opb, N/A
ParLS-PBO, normalized-reduced-mps-v2-20-10-ganges.opb, N/A
V1, normalized-reduced-mps-v2-20-10-ganges.opb, N/A
V2, normalized-reduced-mps-v2-20-10-ganges.opb, N/A
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-ganges.opb, N/A
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-ganges.opb, N/A
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-ganges.opb, N/A
LS-PBO, normalized-reduced-mps-v2-20-10-gen.opb, 218.0
DeciLS-PBO, normalized-reduced-mps-v2-20-10-gen.opb, 214.0
PBO-IHS, normalized-reduced-mps-v2-20-10-gen.opb, 146.0
Hybrid, normalized-reduced-mps-v2-20-10-gen.opb, 146.0
SCIP, normalized-reduced-mps-v2-20-10-gen.opb, N/A
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-gen.opb, 131.0
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-gen.opb, 131.0
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-gen.opb, 131.0
FiberSCIP, normalized-reduced-mps-v2-20-10-gen.opb, N/A
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-gen.opb, 131.0
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-gen.opb, 131.0
ParLS-PBO, normalized-reduced-mps-v2-20-10-gen.opb, 131.0
V1, normalized-reduced-mps-v2-20-10-gen.opb, 131.0
V2, normalized-reduced-mps-v2-20-10-gen.opb, 131.0
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-gen.opb, 131.0
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-gen.opb, 131.0
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-gen.opb, 131.0
LS-PBO, normalized-reduced-mps-v2-20-10-gesa2-o.opb, 397.0
DeciLS-PBO, normalized-reduced-mps-v2-20-10-gesa2-o.opb, 397.0
PBO-IHS, normalized-reduced-mps-v2-20-10-gesa2-o.opb, 397.0
Hybrid, normalized-reduced-mps-v2-20-10-gesa2-o.opb, 397.0
SCIP, normalized-reduced-mps-v2-20-10-gesa2-o.opb, 233.0
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-gesa2-o.opb, 230.0
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-gesa2-o.opb, 230.0
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-gesa2-o.opb, 230.0
FiberSCIP, normalized-reduced-mps-v2-20-10-gesa2-o.opb, 230.0
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-gesa2-o.opb, 230.0
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-gesa2-o.opb, 230.0
ParLS-PBO, normalized-reduced-mps-v2-20-10-gesa2-o.opb, 230.0
V1, normalized-reduced-mps-v2-20-10-gesa2-o.opb, 230.0
V2, normalized-reduced-mps-v2-20-10-gesa2-o.opb, 230.0
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-gesa2-o.opb, 230.0
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-gesa2-o.opb, 230.0
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-gesa2-o.opb, 230.0
LS-PBO, normalized-reduced-mps-v2-20-10-gesa2.opb, 310.0
DeciLS-PBO, normalized-reduced-mps-v2-20-10-gesa2.opb, 300.0
PBO-IHS, normalized-reduced-mps-v2-20-10-gesa2.opb, 300.0
Hybrid, normalized-reduced-mps-v2-20-10-gesa2.opb, 300.0
SCIP, normalized-reduced-mps-v2-20-10-gesa2.opb, N/A
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-gesa2.opb, 241.0
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-gesa2.opb, 241.0
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-gesa2.opb, 241.0
FiberSCIP, normalized-reduced-mps-v2-20-10-gesa2.opb, N/A
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-gesa2.opb, 241.0
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-gesa2.opb, 241.0
ParLS-PBO, normalized-reduced-mps-v2-20-10-gesa2.opb, 241.0
V1, normalized-reduced-mps-v2-20-10-gesa2.opb, 241.0
V2, normalized-reduced-mps-v2-20-10-gesa2.opb, 241.0
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-gesa2.opb, 241.0
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-gesa2.opb, 241.0
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-gesa2.opb, 241.0
LS-PBO, normalized-reduced-mps-v2-20-10-gesa3_o.opb, 169.0
DeciLS-PBO, normalized-reduced-mps-v2-20-10-gesa3_o.opb, 164.0
PBO-IHS, normalized-reduced-mps-v2-20-10-gesa3_o.opb, 164.0
Hybrid, normalized-reduced-mps-v2-20-10-gesa3_o.opb, 164.0
SCIP, normalized-reduced-mps-v2-20-10-gesa3_o.opb, N/A
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-gesa3_o.opb, 89.0
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-gesa3_o.opb, 89.0
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-gesa3_o.opb, 89.0
FiberSCIP, normalized-reduced-mps-v2-20-10-gesa3_o.opb, N/A
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-gesa3_o.opb, 89.0
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-gesa3_o.opb, 89.0
ParLS-PBO, normalized-reduced-mps-v2-20-10-gesa3_o.opb, 89.0
V1, normalized-reduced-mps-v2-20-10-gesa3_o.opb, 89.0
V2, normalized-reduced-mps-v2-20-10-gesa3_o.opb, 89.0
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-gesa3_o.opb, 89.0
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-gesa3_o.opb, 89.0
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-gesa3_o.opb, 89.0
LS-PBO, normalized-reduced-mps-v2-20-10-gesa3.opb, 147.0
DeciLS-PBO, normalized-reduced-mps-v2-20-10-gesa3.opb, 147.0
PBO-IHS, normalized-reduced-mps-v2-20-10-gesa3.opb, 147.0
Hybrid, normalized-reduced-mps-v2-20-10-gesa3.opb, 138.0
SCIP, normalized-reduced-mps-v2-20-10-gesa3.opb, N/A
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-gesa3.opb, 138.0
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-gesa3.opb, 138.0
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-gesa3.opb, 138.0
FiberSCIP, normalized-reduced-mps-v2-20-10-gesa3.opb, N/A
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-gesa3.opb, 138.0
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-gesa3.opb, 138.0
ParLS-PBO, normalized-reduced-mps-v2-20-10-gesa3.opb, 138.0
V1, normalized-reduced-mps-v2-20-10-gesa3.opb, 138.0
V2, normalized-reduced-mps-v2-20-10-gesa3.opb, 138.0
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-gesa3.opb, 138.0
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-gesa3.opb, 138.0
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-gesa3.opb, 138.0
LS-PBO, normalized-reduced-mps-v2-20-10-gfrd-pnc.opb, N/A
DeciLS-PBO, normalized-reduced-mps-v2-20-10-gfrd-pnc.opb, N/A
PBO-IHS, normalized-reduced-mps-v2-20-10-gfrd-pnc.opb, N/A
Hybrid, normalized-reduced-mps-v2-20-10-gfrd-pnc.opb, N/A
SCIP, normalized-reduced-mps-v2-20-10-gfrd-pnc.opb, N/A
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-gfrd-pnc.opb, N/A
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-gfrd-pnc.opb, N/A
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-gfrd-pnc.opb, N/A
FiberSCIP, normalized-reduced-mps-v2-20-10-gfrd-pnc.opb, N/A
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-gfrd-pnc.opb, N/A
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-gfrd-pnc.opb, N/A
ParLS-PBO, normalized-reduced-mps-v2-20-10-gfrd-pnc.opb, N/A
V1, normalized-reduced-mps-v2-20-10-gfrd-pnc.opb, N/A
V2, normalized-reduced-mps-v2-20-10-gfrd-pnc.opb, N/A
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-gfrd-pnc.opb, N/A
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-gfrd-pnc.opb, N/A
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-gfrd-pnc.opb, N/A
LS-PBO, normalized-reduced-mps-v2-20-10-glass4-2.opb, 1193.0
DeciLS-PBO, normalized-reduced-mps-v2-20-10-glass4-2.opb, 1193.0
PBO-IHS, normalized-reduced-mps-v2-20-10-glass4-2.opb, 869.0
Hybrid, normalized-reduced-mps-v2-20-10-glass4-2.opb, 869.0
SCIP, normalized-reduced-mps-v2-20-10-glass4-2.opb, 869.0
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-glass4-2.opb, 848.0
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-glass4-2.opb, 771.0
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-glass4-2.opb, 771.0
FiberSCIP, normalized-reduced-mps-v2-20-10-glass4-2.opb, 642.0
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-glass4-2.opb, 640.0
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-glass4-2.opb, 640.0
ParLS-PBO, normalized-reduced-mps-v2-20-10-glass4-2.opb, 640.0
V1, normalized-reduced-mps-v2-20-10-glass4-2.opb, 640.0
V2, normalized-reduced-mps-v2-20-10-glass4-2.opb, 640.0
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-glass4-2.opb, 640.0
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-glass4-2.opb, 640.0
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-glass4-2.opb, 640.0
LS-PBO, normalized-reduced-mps-v2-20-10-glass4.opb, 1250.0
DeciLS-PBO, normalized-reduced-mps-v2-20-10-glass4.opb, 1250.0
PBO-IHS, normalized-reduced-mps-v2-20-10-glass4.opb, 674.0
Hybrid, normalized-reduced-mps-v2-20-10-glass4.opb, 674.0
SCIP, normalized-reduced-mps-v2-20-10-glass4.opb, 674.0
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-glass4.opb, 674.0
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-glass4.opb, 674.0
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-glass4.opb, 674.0
FiberSCIP, normalized-reduced-mps-v2-20-10-glass4.opb, 674.0
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-glass4.opb, 640.0
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-glass4.opb, 640.0
ParLS-PBO, normalized-reduced-mps-v2-20-10-glass4.opb, 640.0
V1, normalized-reduced-mps-v2-20-10-glass4.opb, 640.0
V2, normalized-reduced-mps-v2-20-10-glass4.opb, 640.0
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-glass4.opb, 640.0
ParLS-PBO(8 thread), normalized-reduced-mps-v2-20-10-glass4.opb, 640.0
ParLS-PBO(16 thread), normalized-reduced-mps-v2-20-10-glass4.opb, 640.0
LS-PBO, normalized-reduced-mps-v2-20-10-gr4x6.opb, N/A
DeciLS-PBO, normalized-reduced-mps-v2-20-10-gr4x6.opb, N/A
PBO-IHS, normalized-reduced-mps-v2-20-10-gr4x6.opb, N/A
Hybrid, normalized-reduced-mps-v2-20-10-gr4x6.opb, N/A
SCIP, normalized-reduced-mps-v2-20-10-gr4x6.opb, N/A
Gurobi(comp 1 thread), normalized-reduced-mps-v2-20-10-gr4x6.opb, N/A
Gurobi(heur 1 thread), normalized-reduced-mps-v2-20-10-gr4x6.opb, N/A
LS-PBO-dynamic, normalized-reduced-mps-v2-20-10-gr4x6.opb, N/A
FiberSCIP, normalized-reduced-mps-v2-20-10-gr4x6.opb, N/A
Gurobi(comp 32 thread), normalized-reduced-mps-v2-20-10-gr4x6.opb, N/A
Gurobi(heur 32 thread), normalized-reduced-mps-v2-20-10-gr4x6.opb, N/A
ParLS-PBO, normalized-reduced-mps-v2-20-10-gr4x6.opb, N/A
V1, normalized-reduced-mps-v2-20-10-gr4x6.opb, N/A
V2, normalized-reduced-mps-v2-20-10-gr4x6.opb, N/A
ParLS-PBO(4 thread), normalized-reduced-mps-v2-20-10-gr4x6.opb, N/A
